Test case #1
54
234692882 786328648
316092792 673438056
140269316 498580352
537471349 425239774
605684074 326911421
680437365 186816061
430952590 510450145
594134601 542188976


Answer:
34

Test case #55
674
882419127 962139048
583264488 483688910
748858555 230133670
613161724 67164788
470926022 565175920
424128136 690603507
647293165 743781109
832309771 834869303
25823184 622651046
767051703 755866973
609764543 988568061
256767679 634062876
337834270 677993269
353206760 804321657
79428339 308295008
938361763 596618520
647555592 691664103
810219371 249286086
736930322 378691955
790424091 544558955
641148139 530922547
437948922 632366154
504433973 903477035
949231427 656801273
471893971 39579008
562358593 386130298
674156790 23956425
763642712 22003615
653848163 689931956
932200731 44766077
341594644 733238549
606334203 620520969
833318305 647803038
163772597 78711642
661354328 590485845
470121117 141882070
694865417 614279028
558920526 686522714
138805074 655377262
153398622 521145899
380710987 800765351
100018820 686228177
391831072 439557991
968895780 117164276
798528540 28660732
591990270 761824237
553087485 833593009
790615495 318846956
335168745 333924113
372087716 470318652
309802921 422078694
642309522 409337180
265726033 588483079
958862661 260050453
943129230 137960743
686900054 585648048
778743652 873956096
727423698 594335995
217871020 532013114
394233510 582396082
743841225 674175541
151407021 134291066
38972169 435088287
158432236 821008831
993168759 542876244
581073345 800125012
670721636 529349617
987707505 43166096
26829786 937187169
31343402 759272817
104621118 756589224
444366980 846120891
856468364 688251772
455302657 761124181
29975582 260840180
644749555 488947000
377397329 736310802
751895781 247915704
772788178 108730847
934810968 981742384
327155647 900856648
543249052 590008212
930997037 161524432
443516344 654786598
732214765 653231536
508145346 603504794
765266261 50036005
24045340 152746254
554921716 182271833
804054280 33413465
115062561 811125633
689899610 527524280
732786664 3487280
886355987 135564119
558106677 923823697
15426700 528826462
925200501 176285069
147151717 951715783
627240523 922353748
796382401 303341790
557280101 461661233
395817978 161392144
249202423 677887454
992355158 253548799
671766343 653752838
300027325 95032296
717703952 465134996
107764008 610707452
919831946 296655687
835405558 612213631
235720180 854163076
731573752 141946977
322436543 861975511
879557942 363478300
536459775 284032111
738353358 784936647
275837159 905803355
416722173 872554272
50796894 119597852
900222089 159998607
868480455 245201900
698863975 845956856
478010594 237167113
395887012 207104258
291310204 332826824
899640336 241645937
193887675 60851997
986151707 826429849
476815531 214684242
709955650 484210255
558722826 553968580
398661094 43974337
319992514 508757773
867552298 30406275
726474983 952199451
162078049 407861454
418712938 738107618
821091662 632667771
643572793 668946884
378770156 815988807
679192803 48570979
998470980 783608203
965984884 782796496
998392459 644573623
76582202 665934498
279244356 76851060
885895735 326018441
257104704 876986970
707875616 987033514
281097382 301566547
253685937 919956289
83310178 646690517
687790239 390078158
244159329 643421297
926792914 718433895
91754678 642162892
297272592 607719150
189149687 901805123
237227946 833249345
853813991 730206933
471206136 390634586
941297172 914306059
580461974 408244377
352274620 534072102
433460707 263829460
84286606 524728374
927269171 405117350
116918663 832115377
940202384 551699008
750009480 546960009
67097370 96130361
854484083 515538128
185601786 649117701
627689972 406237950
204843000 670034849
404962521 331709494
640936695 652901460
699989497 890965552
224350045 123122339
248258172 828454014
783910143 379890159
877969836 883201800
558352377 158652121
379414566 925480355
981290620 910163399
705139845 41218448
704674175 868799466
820709175 946457938
889818747 115449023
55421621 33874249
363693155 809748278
710558425 327659855
23664107 275146432
491705587 21942798
186580868 764941603
949492508 963891830
509591426 972955792
919828824 450340768
62447513 20939266
756396262 247551540
891996832 22320571
277416775 475937899
54507085 723850678
39628370 148380105
788192418 841419833
132244621 823052240
625506800 639005897
488762790 381655740
840452020 989687415
256968828 416177853
165767486 312763877
758615832 259909752
406399792 571715051
334508442 344065488
634809193 662290094
915492844 978179062
377364805 388827261
522631251 728498620
926535637 259741761
220450513 130658879
970316194 337634113
678689784 45848212
90147372 807950538
290315983 5809085
769741741 89298605
934308467 795709829
43286827 757502611
948764052 486004944
362323045 436726966
31390775 894562823
426304586 993994896
776494201 638097360
368890158 701147781
634096665 625397728
284839409 331085030
375304042 269260657
502063249 860630274
927437215 193385526
306615762 707137287
452037127 471418257
447410564 839753190
194339183 16998307
396697243 859504774
455486323 2369985
82406810 689672071
845080295 802654570
330822810 211028742
34937944 199615583
909145379 5603324
322306326 840794390
311355364 807211841
134653310 5515748
15826569 288906656
719208865 940623968
655554039 747123156
708606573 866133549
610616881 456284997
101246689 119244335
500550904 980356190
489470810 753357335
309645376 618374731
166708719 153288815
656996051 450709821
664764100 58641076
384537799 189851644
603859573 681508600
224444391 509900363
169338343 318560043
815975721 739107838
699336576 745045099
563685227 463680437
934090789 251452565
948330516 919599245
131342834 568775241
803041868 521532161
104278474 277620235
936896748 945753831
193760453 457906184
860739741 291776667
650781306 718868061
204363208 189579808
672825757 502265933
486404464 124974232
893371371 648291309
927737984 134967928
904043447 315426085
55499218 477982214
682742594 851006293
134620420 636559271
522440942 337918113
931388490 734562735
679990489 138041082
994415147 544013898
28439600 978687262
816955052 151949207
272839921 896414905
548433892 101809304
504314250 264642723
854143891 518213093
772139518 302619158
460912616 400226646
284300854 921961223
853559724 544514191
828302204 603398716
15527629 343788558
638093604 927117834
940937690 628709704
27554034 401607326
858601258 928441231
476948005 986863845
908770611 103705962
407593629 993070307
949925230 306844380
140034496 786493079
235391279 509903178
677589991 436346946
936546897 472170157
688291967 722773851
978875433 471376951
995860362 530924761
678433471 248643952
118715039 627278549
326136603 712882083
564971510 39462156
210194246 67627087
630530551 479468446
747715194 384142009
469414887 959639825
205063657 942515531
748842885 719731888
298146873 955098874
808140940 644496699
862258501 199833354
879806129 658106631
885376590 65727499
21194039 170534818
540760968 698395621
274140824 131703256
7007923 573380063
920780912 432805993
876927078 145968843
174279120 111547477
605382489 597186461
386057292 359965964
449425415 340863146
156350577 711924611
553101538 531820199
578256944 962433348
713871970 628449460
352146031 186669502
716210124 833663299
386823166 848759704
428192047 99530479
825911289 649542013
790854772 455165110
588661758 735735446
32066274 717133573
291525387 422277286
260559613 356751044
242236718 265549351
777684893 314901174
498046906 416955507
633346523 730632031
750876891 859892155
260161283 52097369
933085073 990038829
480985252 299569734
603868064 884068924
843585715 866644285
257042009 898698575
691813695 773641013
177602567 178673718
322473793 13665637
928186166 907037328
637308427 276223991
644300999 426277879
156606715 776116255
402478618 761615335
890250245 721122221
33809064 532532742
316447484 466037792
562105113 710341740
658260352 494078264
83029328 736694350
365557761 99373272
813265357 293257347
711145997 716310613
730253526 56051589
534062414 794931268
18612232 551856268
814833058 355514661
686301396 852104692
454111889 614527092
630099246 826101383
143698134 992180960
355379201 579574737
417586367 852393213
530082572 421963720
547992518 568192986
411237485 678198234
726467280 113910119
414598296 56232694
122874708 274358925
163016955 320206119
287835853 816118174
423832979 796399533
141938880 715151679
142665273 410370659
30360540 875373201
957508972 550808027
347741423 931223327
996085885 223738772
211062297 10155237
209826904 319868028
728513699 540910411
188449563 34526402
519194951 197126534
515281822 853160013
717758449 302185670
749812257 504563404
159284800 232250875
89767862 133222168
263563033 112700863
217218545 898079304
680333074 145260096
364064417 360572410
306508026 314505557
438047253 87980655
896420510 54653372
968228161 72953183
103971856 746076979
240104584 31947704
75803925 430157639
105505884 47150928
627735658 773536266
562075869 433538368
310184774 490248208
875736624 620700443
459705260 840160345
811764025 452215336
815158785 299943296
494324862 275630172
908771262 30472322
641501460 413483318
404124499 255007514
730303440 888566779
507128873 310481987
542401335 147334029
703336727 188403243
791426154 545964911
651468201 134127194
799999401 76071959
501391479 607707488
970021425 657021502
157621128 61846006
507926570 42573101
202248795 605103375
952662433 949792827
160090634 739464186
396672773 669779473
956828130 65960781
463240213 354595240
649034783 205504116
677196265 240786679
731800130 861294240
742569612 675714275
246863327 435707309
637610335 50673589
73483878 642047214
174390273 35325636
109006986 485295225
107907728 966488923
128047634 979479380
95921483 965025964
443754026 528800727
50782656 429256142
29029720 248576503
19781954 203850965
224137655 654342994
58619508 996579848
692744919 203472054
764795322 29781696
594955727 977295351
482784562 645776055
978926770 626180805
703650801 136873558
403300660 309542735
391549058 95629081
656940590 40569555
390497857 877896216
842050862 672994808
879268104 36374289
422481920 117338500
909518050 423742610
148900862 483321946
601100888 630081093
125064578 541967436
700427375 505075746
312907637 767881343
802110386 636320135
216244023 685389103
590317478 919024269
552233291 844656471
173825286 35079169
405083053 524704872
267101328 318422849
839119003 454958787
236691019 769600286
738452101 404542220
693373564 356848540
613032457 458540039
367978085 802868062
745426109 664549536
309539183 912853085
708907116 506986303
308067223 733280483
281394692 38718709
44358117 957196067
619553409 800080838
